,Player,PF,Yds,Tot Yds & TO_Ply,Tot Yds & TO_Y/P,Tot Yds & TO_TO,FL,1stD,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_NY/A,Passing_1stD,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Y/A,Rushing_1stD,Penalties_Pen,Penalties_Yds,Penalties_1stPy,season,team,#Dr,Sc%,TO%,Average Drive_Start,Average Drive_Time,Average Drive_Plays,Average Drive_Yds,Average Drive_Pts
1503,Team Stats,303,4793,1086.0,4.4,47,15,305,235.0,477,2557,15,32,4.9,134.0,559,2236,17,4.0,142.0,117.0,916.0,29.0,1981,ram,,,,,,,,
1504,Team Stats,200,3024,563.0,5.4,24,10,163,166.0,297,1999,11,14,6.4,90.0,251,1025,13,4.1,61.0,63.0,550.0,12.0,1982,ram,,,,,,,,
1505,Team Stats,361,5474,1023.0,5.4,47,24,316,286.0,489,3221,23,23,6.3,150.0,511,2253,20,4.4,148.0,96.0,748.0,18.0,1983,ram,,,,,,,,
1506,Team Stats,346,5006,931.0,5.4,35,18,258,176.0,358,2142,16,17,5.5,100.0,541,2864,16,5.3,140.0,93.0,830.0,18.0,1984,ram,,,,,,,,
1507,Team Stats,340,4520,963.0,4.7,35,21,258,234.0,403,2463,16,14,5.4,131.0,503,2057,15,4.1,115.0,97.0,730.0,12.0,1985,ram,,,,,,,,
1508,Team Stats,309,4653,1008.0,4.6,37,22,269,194.0,403,2196,15,15,5.1,105.0,578,2457,16,4.3,139.0,84.0,603.0,25.0,1986,ram,,,,,,,,
1509,Team Stats,317,4651,957.0,4.9,33,15,276,220.0,420,2554,16,18,5.7,136.0,512,2097,15,4.1,118.0,91.0,677.0,22.0,1987,ram,,,,,,,,
1510,Team Stats,407,5808,1057.0,5.5,34,16,333,312.0,522,3805,31,18,6.9,203.0,507,2003,16,4.0,114.0,78.0,587.0,16.0,1988,ram,,,,,,,,
1511,Team Stats,426,6042,1027.0,5.9,29,11,321,308.0,523,4133,29,18,7.4,197.0,472,1909,19,4.0,107.0,102.0,823.0,17.0,1989,ram,,,,,,,,
1512,Team Stats,345,5430,1013.0,5.4,31,14,311,310.0,561,3818,24,17,6.5,191.0,422,1612,17,3.8,89.0,87.0,632.0,31.0,1990,ram,,,,,,,,
1513,Team Stats,234,4695,936.0,5.0,40,20,270,289.0,518,3410,13,20,6.2,180.0,388,1285,11,3.3,75.0,108.0,774.0,15.0,1991,ram,,,,,,,,
1514,Team Stats,313,4877,914.0,5.3,37,17,278,289.0,495,3218,23,20,6.2,174.0,393,1659,12,4.2,83.0,79.0,592.0,21.0,1992,ram,,,,,,,,
1515,Team Stats,221,4804,953.0,5.0,30,11,278,247.0,473,2790,16,19,5.5,147.0,449,2014,8,4.5,117.0,71.0,526.0,14.0,1993,ram,,,,,,,,
1516,Team Stats,286,4747,944.0,5.0,31,13,274,291.0,512,3358,23,18,6.1,163.0,397,1389,6,3.5,80.0,112.0,922.0,31.0,1994,ram,,,,,,,,
1517,Team Stats,309,5236,1067.0,4.9,39,16,292,366.0,632,3805,27,23,5.6,199.0,392,1431,5,3.7,77.0,117.0,916.0,16.0,1995,ram,,,,,,,,
1518,Team Stats,303,4372,986.0,4.4,44,21,255,249.0,481,2765,18,23,5.1,141.0,448,1607,10,3.6,93.0,133.0,1015.0,21.0,1996,ram,,,,,,,,
1519,Team Stats,299,4761,1013.0,4.7,30,15,271,271.0,526,3198,14,15,5.6,161.0,443,1563,15,3.5,85.0,142.0,1065.0,25.0,1997,ram,,,,,,,,
1520,Team Stats,285,4472,998.0,4.5,33,15,281,314.0,556,3087,12,18,5.1,164.0,395,1385,17,3.5,81.0,111.0,945.0,36.0,1998,ram,,,,,,,,
1521,Team Stats,526,6412,994.0,6.5,31,16,335,343.0,530,4353,42,15,7.7,207.0,431,2059,13,4.8,102.0,113.0,889.0,26.0,1999,ram,188.0,39.9,15.4,Own 31.5,2:42,5.44,34.1,2.37
1522,Team Stats,540,7075,1014.0,7.0,35,12,380,380.0,587,5232,37,23,8.3,247.0,383,1843,26,4.8,112.0,111.0,942.0,21.0,2000,ram,186.0,46.8,16.7,Own 30.6,2:39,5.6,38.0,2.76
1523,Team Stats,503,6690,1007.0,6.6,44,22,357,379.0,551,4663,37,22,7.9,236.0,416,2027,20,4.9,104.0,107.0,847.0,17.0,2001,ram,182.0,44.0,20.9,Own 32.3,2:49,5.69,36.6,2.57
1524,Team Stats,316,5559,1024.0,5.4,45,18,315,408.0,635,4154,24,27,6.1,219.0,343,1405,11,4.1,76.0,120.0,919.0,20.0,2002,ram,189.0,28.6,23.3,Own 32.0,2:36,5.57,29.4,1.6
1525,Team Stats,447,5457,1054.0,5.2,39,16,335,377.0,600,3961,23,23,6.2,211.0,411,1496,19,3.6,97.0,92.0,667.0,27.0,2003,ram,197.0,41.1,16.8,Own 34.1,2:36,5.56,27.6,2.09
1526,Team Stats,319,5877,1011.0,5.8,39,17,321,372.0,580,4253,23,22,6.8,203.0,381,1624,11,4.3,96.0,127.0,993.0,22.0,2004,ram,175.0,30.3,20.6,Own 26.0,2:54,5.91,33.6,1.69
1527,Team Stats,363,5571,1025.0,5.4,37,13,314,392.0,599,4036,23,24,6.3,209.0,380,1535,13,4.0,82.0,131.0,941.0,23.0,2005,ram,195.0,32.3,18.5,Own 30.6,2:30,5.42,28.5,1.71
1528,Team Stats,367,5767,1065.0,5.4,18,10,332,371.0,592,3962,24,8,6.2,212.0,424,1805,13,4.3,94.0,116.0,960.0,26.0,2006,ram,183.0,37.7,8.7,Own 28.1,2:44,6.02,31.4,1.94
1529,Team Stats,263,4760,1026.0,4.6,37,9,281,333.0,574,3233,19,28,5.2,193.0,404,1527,5,3.8,65.0,94.0,794.0,23.0,2007,ram,193.0,24.9,18.7,Own 28.4,2:30,5.49,24.6,1.24
1530,Team Stats,232,4596,982.0,4.7,31,12,249,292.0,520,2947,11,19,5.2,140.0,417,1649,8,4.0,95.0,97.0,718.0,14.0,2008,ram,190.0,26.3,16.3,Own 27.2,2:29,5.36,24.2,1.19
1531,Team Stats,175,4470,998.0,4.5,33,12,259,312.0,543,2686,12,21,4.6,159.0,411,1784,4,4.3,79.0,100.0,834.0,21.0,2009,ram,181.0,19.3,16.6,Own 28.1,2:35,5.65,24.6,0.93
1532,Team Stats,289,4846,1053.0,4.6,21,6,292,354.0,590,3268,18,15,5.2,179.0,429,1578,9,3.7,84.0,102.0,877.0,29.0,2010,ram,199.0,30.2,9.5,Own 30.9,2:30,5.49,24.3,1.45
1533,Team Stats,193,4537,1013.0,4.5,23,13,267,292.0,549,2870,9,10,4.8,159.0,409,1667,7,4.1,79.0,112.0,899.0,29.0,2011,ram,196.0,18.9,11.2,Own 26.4,2:18,5.31,23.0,0.89
1534,Team Stats,299,5264,1002.0,5.3,22,8,287,332.0,557,3550,22,14,6.0,189.0,410,1714,5,4.2,79.0,130.0,978.0,19.0,2012,ram,182.0,27.5,11.0,Own 24.4,2:37,5.68,28.9,1.42
1535,Team Stats,348,4877,968.0,5.0,21,10,282,301.0,506,3125,22,11,5.8,165.0,426,1752,10,4.1,82.0,123.0,1009.0,35.0,2013,ram,184.0,31.5,11.4,Own 26.3,2:32,5.41,26.5,1.64
1536,Team Stats,324,5035,957.0,5.3,27,11,288,327.0,515,3400,20,16,6.0,189.0,395,1635,11,4.1,79.0,123.0,1139.0,20.0,2014,ram,186.0,29.6,14.0,Own 28.0,2:31,5.31,26.9,1.55
1537,Team Stats,280,4761,920.0,5.2,22,11,241,273.0,473,2805,11,11,5.7,126.0,429,1956,16,4.6,92.0,122.0,1057.0,23.0,2015,ram,196.0,24.5,10.2,Own 27.9,2:18,4.85,24.3,1.29
1538,Team Stats,224,4203,960.0,4.4,29,9,245,312.0,536,2951,14,20,5.0,151.0,375,1252,9,3.3,68.0,126.0,1091.0,26.0,2016,ram,193.0,21.8,14.5,Own 27.4,2:26,5.11,21.7,1.13
1539,Team Stats,478,5784,1000.0,5.8,21,14,311,320.0,518,3831,28,7,7.0,185.0,454,1953,17,4.3,97.0,107.0,922.0,29.0,2017,ram,190.0,45.3,9.5,Own 32.9,2:32,5.51,30.4,2.33
1540,Team Stats,527,6738,1060.0,6.4,19,7,401,368.0,568,4507,32,12,7.5,236.0,459,2231,23,4.9,134.0,96.0,878.0,31.0,2018,ram,183.0,48.6,9.8,Own 30.4,2:41,6.04,36.7,2.66
1541,Team Stats,394,5998,1055.0,5.7,24,7,342,397.0,632,4499,22,17,6.9,222.0,401,1499,20,3.7,92.0,118.0,899.0,28.0,2019,ram,185.0,35.7,13.0,Own 28.3,2:31,5.88,32.3,1.98
1542,Team Stats,372,6032,1088.0,5.5,25,11,352,392.0,590,4014,20,14,6.5,206.0,473,2018,19,4.3,123.0,71.0,655.0,23.0,2020,ram,184.0,34.2,12.5,Own 27.9,2:47,6.08,32.7,1.88
1543,Team Stats,460,6325,1058.0,6.0,23,5,355,406.0,607,4642,41,18,7.3,233.0,420,1683,10,4.0,99.0,76.0,637.0,23.0,2021,ram,181.0,45.9,12.2,Own 28.0,2:44,6.03,34.9,2.5
1544,Team Stats,307,4769,1001.0,4.8,23,8,293,347.0,531,3108,16,15,5.3,181.0,411,1661,15,4.0,89.0,76.0,655.0,23.0,2022,ram,176.0,33.5,13.1,Own 26.6,2:53,5.86,27.0,1.71
1545,Team Stats,404,6108,1094.0,5.6,18,5,351,361.0,583,4063,26,13,6.6,206.0,477,2045,18,4.3,110.0,89.0,720.0,35.0,2023,ram,185.0,41.1,9.2,Own 28.6,2:50,6.15,33.0,2.18
1546,Team Stats,367,5633,1040.0,5.4,14,5,342,367.0,559,3868,22,9,6.6,192.0,450,1765,15,3.9,119.0,91.0,798.0,31.0,2024,ram,169.0,39.1,8.3,Own 29.7,2:58,6.36,33.3,2.05
1547,Team Stats,371,5723,1024.0,5.6,33,13,338,335.0,570,3978,34,20,6.5,208.0,416,1745,10,4.2,108.0,94.0,818.0,22.0,1996,rav,,,,,,,,
1548,Team Stats,326,5291,1043.0,5.1,33,17,292,338.0,586,3702,25,16,5.9,176.0,420,1589,7,3.8,99.0,101.0,777.0,17.0,1997,rav,,,,,,,,
1549,Team Stats,269,4498,926.0,4.9,30,15,243,272.0,477,2869,16,15,5.5,140.0,408,1629,7,4.0,86.0,113.0,909.0,17.0,1998,rav,,,,,,,,
1550,Team Stats,324,4778,1033.0,4.6,31,11,259,270.0,546,3024,21,20,5.0,148.0,431,1754,9,4.1,87.0,125.0,1010.0,24.0,1999,rav,217.0,26.7,13.8,Own 32.8,2:11,4.91,22.0,1.35
1551,Team Stats,333,5014,1058.0,4.7,26,7,288,287.0,504,2815,20,19,5.1,156.0,511,2199,9,4.3,116.0,95.0,730.0,16.0,2000,rav,195.0,32.8,12.8,Own 36.8,2:44,5.63,25.5,1.58
1552,Team Stats,303,5124,1080.0,4.7,36,16,299,320.0,557,3314,18,20,5.6,180.0,483,1810,11,3.7,92.0,89.0,728.0,27.0,2001,rav,202.0,29.2,16.3,Own 33.4,2:21,5.52,25.3,1.45
1553,Team Stats,316,4639,947.0,4.9,32,18,261,262.0,479,2847,20,14,5.5,145.0,427,1792,9,4.2,90.0,101.0,846.0,26.0,2002,rav,185.0,27.6,15.1,Own 30.4,2:24,5.26,24.9,1.48
1554,Team Stats,391,4929,1009.0,4.9,38,19,259,217.0,415,2255,16,19,4.9,121.0,552,2674,18,4.8,115.0,126.0,970.0,23.0,2003,rav,217.0,31.8,16.6,Own 35.0,2:16,4.83,22.7,1.6
1555,Team Stats,317,4375,991.0,4.4,23,12,260,258.0,465,2312,13,11,4.6,135.0,491,2063,11,4.2,103.0,94.0,894.0,22.0,2004,rav,192.0,27.6,10.9,Own 34.2,2:29,5.34,22.8,1.33
1556,Team Stats,265,4693,1056.0,4.4,36,15,286,335.0,562,3088,17,21,5.1,163.0,452,1605,5,3.6,97.0,139.0,1067.0,26.0,2005,rav,191.0,27.2,18.3,Own 30.0,2:34,5.71,24.5,1.28
1557,Team Stats,353,5072,1017.0,5.0,23,9,282,328.0,524,3435,21,14,6.3,179.0,476,1637,11,3.4,86.0,109.0,878.0,17.0,2006,rav,192.0,31.3,11.5,Own 33.5,2:44,5.45,26.2,1.6
1558,Team Stats,275,4832,1042.0,4.6,40,26,291,341.0,557,3035,13,14,5.1,175.0,446,1797,11,4.0,96.0,107.0,873.0,20.0,2007,rav,186.0,27.4,18.3,Own 29.5,2:41,5.78,25.9,1.34
1559,Team Stats,385,5184,1058.0,4.9,21,9,300,261.0,433,2808,16,12,6.0,147.0,592,2376,20,4.0,132.0,103.0,785.0,21.0,2008,rav,194.0,33.0,10.8,Own 32.3,2:45,5.63,26.6,1.73
1560,Team Stats,391,5619,1014.0,5.5,22,9,320,321.0,510,3419,21,13,6.3,187.0,468,2200,22,4.7,115.0,115.0,1094.0,18.0,2009,rav,183.0,35.0,10.9,Own 31.8,2:35,5.7,30.7,1.99
1561,Team Stats,357,5166,1018.0,5.1,20,10,303,308.0,491,3335,25,10,6.3,175.0,487,1831,11,3.8,97.0,90.0,673.0,31.0,2010,rav,189.0,32.8,9.5,Own 29.8,2:39,5.54,27.2,1.75
1562,Team Stats,378,5419,1036.0,5.2,24,12,312,314.0,544,3423,21,12,5.9,181.0,459,1996,15,4.3,98.0,92.0,742.0,33.0,2011,rav,186.0,35.5,11.8,Own 28.9,2:38,5.78,29.1,1.84
1563,Team Stats,398,5640,1042.0,5.4,16,5,314,334.0,560,3739,22,11,6.3,182.0,444,1901,17,4.3,98.0,121.0,1127.0,34.0,2012,rav,193.0,35.8,7.8,Own 27.0,2:22,5.57,29.2,1.88
1564,Team Stats,320,4918,1090.0,4.5,29,6,295,363.0,619,3590,19,23,5.4,189.0,423,1328,7,3.1,68.0,112.0,942.0,38.0,2013,rav,207.0,30.9,13.5,Own 29.1,2:21,5.46,23.7,1.43
1565,Team Stats,409,5838,1021.0,5.7,20,8,345,344.0,554,3819,27,12,6.7,194.0,448,2019,16,4.5,113.0,111.0,870.0,38.0,2014,rav,182.0,39.6,9.9,Own 28.7,2:36,5.8,32.0,2.13
1566,Team Stats,328,5749,1083.0,5.3,28,7,323,426.0,676,4271,21,21,6.1,211.0,383,1478,8,3.9,89.0,122.0,1153.0,23.0,2015,rav,186.0,33.3,14.0,Own 27.1,2:38,6.04,30.8,1.62
1567,Team Stats,343,5563,1079.0,5.2,23,7,316,439.0,679,4100,20,16,5.8,205.0,367,1463,10,4.0,79.0,125.0,1111.0,32.0,2016,rav,191.0,35.6,10.5,Own 28.9,2:35,5.85,29.1,1.7
1568,Team Stats,395,4886,1054.0,4.6,17,4,311,363.0,567,3030,20,13,5.1,168.0,460,1856,14,4.0,111.0,91.0,749.0,32.0,2017,rav,192.0,36.5,8.9,Own 32.8,2:34,5.7,25.4,1.84
1569,Team Stats,389,5999,1135.0,5.3,20,11,367,334.0,556,3558,18,9,6.1,184.0,547,2441,19,4.5,153.0,116.0,940.0,30.0,2018,rav,177.0,40.7,10.7,Own 29.5,2:58,6.59,33.7,2.06
1570,Team Stats,531,6521,1064.0,6.1,15,7,386,289.0,440,3225,37,8,6.9,171.0,596,3296,21,5.5,188.0,109.0,867.0,27.0,2019,rav,166.0,51.8,8.4,Own 29.1,3:21,6.58,39.3,2.95
1571,Team Stats,468,5810,993.0,5.9,18,7,327,257.0,406,2739,27,11,6.3,142.0,555,3071,24,5.5,166.0,104.0,961.0,19.0,2020,rav,170.0,45.3,10.6,Own 31.9,2:58,6.01,34.1,2.56
1572,Team Stats,387,6440,1185.0,5.4,26,8,394,396.0,611,3961,21,18,5.9,209.0,517,2479,18,4.8,159.0,102.0,852.0,26.0,2021,rav,195.0,38.5,13.3,Own 26.9,2:54,6.27,33.0,1.97
1573,Team Stats,350,5760,1052.0,5.5,21,8,337,300.0,488,3040,19,13,5.8,149.0,526,2720,14,5.2,167.0,82.0,678.0,21.0,2022,rav,180.0,38.9,11.7,Own 29.6,2:57,6.08,32.0,1.9
1574,Team Stats,483,6296,1076.0,5.9,19,12,360,328.0,494,3635,27,7,6.8,180.0,541,2661,26,4.9,145.0,102.0,955.0,35.0,2023,rav,197.0,43.1,9.6,Own 32.8,2:42,5.65,31.8,2.37
1575,Team Stats,518,7224,1055.0,6.8,11,7,393,318.0,477,4035,41,4,8.1,199.0,554,3189,21,5.8,164.0,132.0,1120.0,30.0,2024,rav,181.0,47.0,6.1,Own 28.5,2:56,5.99,39.7,2.8
1576,Team Stats,373,4713,878.0,5.4,45,16,263,229.0,441,2813,21,29,5.8,141.0,397,1900,23,4.8,96.0,70.0,648.0,26.0,1960,sdg,,,,,,,,
1577,Team Stats,396,4313,842.0,5.1,44,19,208,190.0,423,2847,17,25,6.3,110.0,391,1466,24,3.7,81.0,88.0,682.0,17.0,1961,sdg,,,,,,,,
1578,Team Stats,314,4081,854.0,4.8,48,14,217,168.0,416,2434,23,34,5.5,113.0,410,1647,13,4.0,82.0,88.0,768.0,22.0,1962,sdg,,,,,,,,
1579,Team Stats,399,5145,773.0,6.7,36,12,250,202.0,357,2944,28,24,7.8,124.0,395,2201,20,5.6,112.0,77.0,773.0,14.0,1963,sdg,,,,,,,,
1580,Team Stats,341,4664,859.0,5.4,46,16,254,224.0,445,3142,28,30,6.7,156.0,392,1522,14,3.9,85.0,88.0,709.0,13.0,1964,sdg,,,,,,,,
1581,Team Stats,340,5101,914.0,5.6,39,13,268,203.0,401,3103,23,26,7.3,127.0,486,1998,12,4.1,127.0,84.0,929.0,14.0,1965,sdg,,,,,,,,
1582,Team Stats,335,4553,827.0,5.5,22,7,230,224.0,434,3016,29,15,6.5,137.0,361,1537,9,4.3,77.0,68.0,667.0,16.0,1966,sdg,,,,,,,,
1583,Team Stats,360,5125,891.0,5.8,34,10,259,230.0,463,3410,26,24,7.2,150.0,417,1715,14,4.1,88.0,72.0,817.0,21.0,1967,sdg,,,,,,,,
1584,Team Stats,382,5388,918.0,5.9,45,12,270,225.0,472,3623,29,33,7.4,164.0,428,1765,12,4.1,93.0,72.0,654.0,13.0,1968,sdg,,,,,,,,
1585,Team Stats,288,4611,932.0,4.9,34,13,275,208.0,444,2626,13,21,5.5,131.0,455,1985,18,4.4,119.0,63.0,731.0,25.0,1969,sdg,,,,,,,,
1586,Team Stats,282,3953,839.0,4.7,25,6,231,192.0,387,2503,24,19,5.6,119.0,395,1450,9,3.7,83.0,79.0,852.0,29.0,1970,sdg,,,,,,,,
1587,Team Stats,311,4738,859.0,5.5,43,15,264,244.0,450,3134,23,28,6.7,147.0,390,1604,11,4.1,86.0,81.0,895.0,31.0,1971,sdg,,,,,,,,
1588,Team Stats,264,4299,904.0,4.8,48,20,262,192.0,377,2304,15,28,5.8,116.0,504,1995,12,4.0,123.0,87.0,789.0,23.0,1972,sdg,,,,,,,,
1589,Team Stats,188,3622,831.0,4.4,51,21,198,161.0,363,1808,9,30,4.5,93.0,431,1814,9,4.2,88.0,74.0,628.0,17.0,1973,sdg,,,,,,,,
1590,Team Stats,212,4415,880.0,5.0,33,11,245,165.0,349,2304,12,22,6.2,117.0,508,2111,15,4.2,113.0,74.0,609.0,15.0,1974,sdg,,,,,,,,
1591,Team Stats,189,3411,821.0,4.2,29,12,198,165.0,337,1610,7,17,4.2,89.0,434,1801,14,4.1,98.0,84.0,705.0,11.0,1975,sdg,,,,,,,,
1592,Team Stats,248,4456,907.0,4.9,31,13,256,223.0,388,2416,17,18,5.6,127.0,473,2040,13,4.3,111.0,78.0,579.0,18.0,1976,sdg,,,,,,,,
1593,Team Stats,222,4005,881.0,4.5,31,11,235,206.0,369,2244,11,20,5.7,121.0,488,1761,10,3.6,93.0,97.0,813.0,21.0,1977,sdg,,,,,,,,
1594,Team Stats,355,5471,1099.0,5.0,51,21,315,271.0,477,3375,26,30,6.6,171.0,590,2096,16,3.6,116.0,98.0,748.0,28.0,1978,sdg,,,,,,,,
1595,Team Stats,411,5583,1053.0,5.3,35,10,330,338.0,541,3915,24,25,6.8,192.0,481,1668,25,3.5,114.0,108.0,908.0,24.0,1979,sdg,,,,,,,,
1596,Team Stats,418,6410,1135.0,5.6,48,22,372,350.0,594,4531,30,26,7.2,244.0,509,1879,18,3.7,106.0,109.0,912.0,22.0,1980,sdg,,,,,,,,
1597,Team Stats,478,6744,1129.0,6.0,40,22,379,368.0,629,4739,34,18,7.3,224.0,481,2005,26,4.2,127.0,128.0,947.0,28.0,1981,sdg,,,,,,,,
1598,Team Stats,288,4048,617.0,6.6,20,8,233,208.0,338,2927,19,12,8.4,145.0,267,1121,15,4.2,72.0,64.0,530.0,16.0,1982,sdg,,,,,,,,
1599,Team Stats,358,6197,1086.0,5.7,55,22,361,369.0,635,4661,27,33,7.0,230.0,423,1536,16,3.6,106.0,115.0,961.0,25.0,1983,sdg,,,,,,,,
1600,Team Stats,394,6297,1154.0,5.5,38,17,374,401.0,662,4643,25,21,6.7,240.0,456,1654,18,3.6,106.0,112.0,1023.0,28.0,1984,sdg,,,,,,,,
1601,Team Stats,467,6535,1111.0,5.9,49,19,380,386.0,632,4870,37,30,7.3,259.0,440,1665,20,3.8,92.0,100.0,937.0,29.0,1985,sdg,,,,,,,,
1602,Team Stats,335,5356,1107.0,4.8,49,16,334,339.0,604,3780,21,33,5.9,212.0,471,1576,19,3.3,98.0,119.0,977.0,24.0,1986,sdg,,,,,,,,
1603,Team Stats,253,4588,951.0,4.8,43,20,264,303.0,516,3280,13,23,5.9,175.0,396,1308,11,3.3,68.0,98.0,743.0,21.0,1987,sdg,,,,,,,,
1604,Team Stats,231,4429,937.0,4.7,32,12,255,241.0,468,2388,11,20,4.8,116.0,438,2041,11,4.7,115.0,118.0,1039.0,24.0,1988,sdg,,,,,,,,
1605,Team Stats,266,4910,986.0,5.0,36,17,267,270.0,515,3037,15,19,5.5,149.0,432,1873,13,4.3,95.0,122.0,906.0,23.0,1989,sdg,,,,,,,,
1606,Team Stats,315,4940,976.0,5.1,32,13,272,246.0,472,2683,18,19,5.5,142.0,484,2257,14,4.7,112.0,103.0,886.0,18.0,1990,sdg,,,,,,,,
1607,Team Stats,274,4995,1010.0,4.9,28,12,285,272.0,511,2747,13,16,5.0,155.0,464,2248,16,4.8,114.0,96.0,799.0,16.0,1991,sdg,,,,,,,,
1608,Team Stats,335,5221,1018.0,5.1,33,12,302,282.0,496,3346,16,21,6.3,161.0,489,1875,18,3.8,118.0,91.0,813.0,23.0,1992,sdg,,,,,,,,
1609,Team Stats,322,4967,1050.0,4.7,19,5,313,301.0,563,3143,18,14,5.3,171.0,455,1824,14,4.0,120.0,87.0,699.0,22.0,1993,sdg,,,,,,,,
1610,Team Stats,381,5220,1033.0,5.1,23,9,311,305.0,522,3368,20,14,6.1,181.0,482,1852,13,3.8,102.0,96.0,875.0,28.0,1994,sdg,,,,,,,,
1611,Team Stats,321,5213,1051.0,5.0,30,12,314,318.0,540,3466,17,18,6.1,185.0,479,1747,14,3.6,108.0,107.0,953.0,21.0,1995,sdg,,,,,,,,
1612,Team Stats,310,4670,1022.0,4.6,32,11,272,314.0,577,3358,23,21,5.5,168.0,412,1312,7,3.2,80.0,110.0,969.0,24.0,1996,sdg,,,,,,,,
1613,Team Stats,266,4505,1025.0,4.4,35,14,251,291.0,565,3089,12,21,5.0,160.0,409,1416,5,3.5,70.0,129.0,1101.0,21.0,1997,sdg,,,,,,,,
1614,Team Stats,241,4592,1063.0,4.3,51,17,272,261.0,566,2864,11,34,4.7,146.0,460,1728,11,3.8,95.0,137.0,1229.0,31.0,1998,sdg,,,,,,,,
1615,Team Stats,269,4589,1039.0,4.4,35,11,262,332.0,583,3343,12,24,5.3,171.0,410,1246,10,3.0,69.0,104.0,823.0,22.0,1999,sdg,196.0,27.0,17.3,Own 32.0,2:27,5.48,23.2,1.26
1616,Team Stats,269,4300,982.0,4.4,50,20,251,311.0,578,3238,19,30,5.1,156.0,351,1062,7,3.0,63.0,121.0,1036.0,32.0,2000,sdg,206.0,21.4,23.3,Own 29.3,2:12,4.89,20.8,1.15
1617,Team Stats,332,5200,1010.0,5.1,29,11,290,309.0,548,3505,16,18,6.1,177.0,435,1695,13,3.9,92.0,97.0,777.0,21.0,2001,sdg,194.0,30.4,14.4,Own 32.5,2:31,5.43,26.7,1.51
1618,Team Stats,333,5325,1028.0,5.2,24,8,313,324.0,538,3188,17,16,5.7,166.0,466,2137,19,4.6,117.0,100.0,805.0,30.0,2002,sdg,191.0,28.3,11.0,Own 31.3,2:36,5.53,27.8,1.6
1619,Team Stats,313,5167,971.0,5.3,31,12,290,297.0,525,3021,21,19,5.5,146.0,417,2146,16,5.1,117.0,126.0,1016.0,27.0,2003,sdg,191.0,27.2,15.7,Own 30.9,2:21,5.19,27.0,1.59
1620,Team Stats,446,5542,996.0,5.6,18,10,328,288.0,450,3357,29,8,7.1,160.0,525,2185,24,4.2,131.0,108.0,875.0,37.0,2004,sdg,179.0,40.8,8.9,Own 33.1,2:49,5.71,30.9,2.41
1621,Team Stats,418,5567,1022.0,5.4,28,12,337,338.0,526,3495,27,16,6.3,191.0,465,2072,22,4.5,116.0,110.0,890.0,30.0,2005,sdg,178.0,39.3,13.5,Own 29.9,2:50,5.88,31.3,2.28
1622,Team Stats,492,5840,1016.0,5.7,15,6,321,287.0,466,3262,24,9,6.6,169.0,522,2578,32,4.9,137.0,90.0,791.0,15.0,2006,sdg,190.0,43.2,6.8,Own 32.1,2:40,5.5,30.6,2.47
1623,Team Stats,412,5044,980.0,5.1,24,8,278,281.0,471,3005,22,16,6.1,158.0,485,2039,19,4.2,104.0,94.0,761.0,16.0,2007,sdg,191.0,34.0,12.6,Own 31.8,2:31,5.28,26.4,1.88
1624,Team Stats,439,5584,924.0,6.0,20,9,301,312.0,478,3858,34,11,7.7,191.0,421,1726,13,4.1,92.0,95.0,748.0,18.0,2008,sdg,170.0,43.5,10.6,Own 30.6,2:43,5.62,32.8,2.41
1625,Team Stats,454,5761,972.0,5.9,17,7,330,338.0,519,4338,29,10,8.0,222.0,427,1423,17,3.3,80.0,78.0,570.0,28.0,2009,sdg,170.0,45.9,9.4,Own 30.8,2:49,5.92,33.9,2.46
1626,Team Stats,441,6329,1039.0,6.1,29,16,357,359.0,544,4519,30,13,7.8,236.0,457,1810,18,4.0,94.0,84.0,677.0,27.0,2010,sdg,186.0,40.3,14.5,Own 28.6,2:51,5.76,33.9,2.24
1627,Team Stats,406,6290,1048.0,6.0,28,8,359,366.0,582,4426,27,20,7.2,234.0,436,1864,16,4.3,97.0,91.0,753.0,28.0,2011,sdg,172.0,41.3,16.3,Own 27.9,3:01,6.3,36.6,2.24
1628,Team Stats,350,4756,988.0,4.8,26,11,293,338.0,528,3295,26,15,5.7,184.0,411,1461,4,3.6,81.0,103.0,796.0,28.0,2012,sdg,180.0,30.6,13.9,Own 28.9,2:49,5.64,26.4,1.58
1629,Team Stats,396,6293,1060.0,5.9,21,10,373,378.0,544,4328,32,11,7.5,230.0,486,1965,9,4.0,104.0,95.0,765.0,39.0,2013,sdg,167.0,44.9,11.4,Own 27.3,3:13,6.57,37.7,2.33
1630,Team Stats,348,5465,1009.0,5.4,23,5,326,380.0,574,4098,31,18,6.7,214.0,398,1367,6,3.4,75.0,111.0,967.0,37.0,2014,sdg,174.0,33.9,12.6,Own 26.4,2:51,5.95,31.3,1.87
1631,Team Stats,320,5949,1100.0,5.4,24,11,344,442.0,667,4591,30,13,6.5,230.0,393,1358,4,3.5,79.0,117.0,942.0,35.0,2015,sdg,178.0,33.7,12.4,Own 23.3,2:52,6.36,33.4,1.78
1632,Team Stats,410,5708,1014.0,5.6,35,14,340,349.0,580,4198,33,21,6.8,214.0,398,1510,10,3.8,90.0,107.0,780.0,36.0,2016,sdg,181.0,38.1,18.2,Own 28.1,2:42,5.8,31.4,2.09
